locations/id,locations/response/destination_addresses/0,locations/response/origin_addresses/0,locations/response/rows/0/elements/0/status,locations/response/status,locations/response/rows/0/elements/0/distance/text,locations/response/rows/0/elements/0/distance/value,locations/response/rows/0/elements/0/duration/text,locations/response/rows/0/elements/0/duration/value,locations/response/rows/0/elements/0/fare/currency,locations/response/rows/0/elements/0/fare/text,locations/response/rows/0/elements/0/fare/value
https://reality.idnes.cz/detail/prodej/byt/praha-5-toufarova/5ee98df337ba4d7b881db3e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Toufarova 3015, 155 00 Řeporyje, Czechia",OK,OK,17.5 km,17531,1 hour 16 mins,4556,CZK,CZK 32.00,32
https://reality.idnes.cz/detail/prodej/byt/praha-10-mrstikova/6088efb8de4bc653693815a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Mrštíkova 408/10, 100 00 Praha-Strašnice, Czechia",OK,OK,7.5 km,7464,44 mins,2622,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-u-plynarny/6061953b5d7b494d7b1ac9b6/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","U Plynárny 500, 140 00 Praha 4-Michle, Czechia",OK,OK,7.0 km,6997,39 mins,2335,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-7-u-pergamenky/5f498bbf558f070855515b83/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Ortenovo nám. 1311, 170 00 Praha 7-Holešovice, Czechia",OK,OK,4.6 km,4629,30 mins,1815,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-9-herdovska/5f881f4480862a5a2d0582e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Vlkovická 668/3, 198 00 Praha 14-Kyje, Czechia",OK,OK,9.9 km,9929,29 mins,1713,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-k-vystrkovu/5ff31a4373bfa750f5146fe6/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","K Vystrkovu 4, 143 00 Praha 12, Czechia",OK,OK,15.0 km,14997,39 mins,2361,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-1-reznicka/60800d3de941ea6bc750e9f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Řeznická 110 00, Nové Město, 110 00 Praha-Praha 1, Czechia",OK,OK,0.6 km,577,7 mins,409,,,
https://sreality.cz/detail/prodej/byt/1+kk/praha-liben-hejtmankova/3724340572,"stanice metra Můstek, 110 00 Praha 1, Czechia","Hejtmánkova 828, 180 00 Praha 8-Libeň, Czechia",OK,OK,5.9 km,5863,20 mins,1186,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-chalabalova/985804124,"stanice metra Můstek, 110 00 Praha 1, Czechia","Chalabalova 1610, 155 00 Praha 13-Stodůlky, Czechia",OK,OK,12.0 km,12017,58 mins,3461,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-3-jeseniova/6081af39227dc13f7a5aad63/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Jeseniova 582, 130 00 Praha 3-Žižkov, Czechia",OK,OK,3.6 km,3555,43 mins,2603,,,
https://reality.idnes.cz/detail/prodej/byt/praha-18-ostravska/608a8eeb2f83525f0c5eccb2/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Ostravská 627, 199 00 Praha-Letňany, Czechia",OK,OK,20.9 km,20897,48 mins,2895,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487f67ca1b3446207a42f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/307757/prodej-bytu-4-kk-v-osobnim-vlastnictvi-133-m2-praha-9-vysocany,"stanice metra Můstek, 110 00 Praha 1, Czechia","Freyova 184, 190 00 Praha 9-Vysočany, Czechia",OK,OK,6.5 km,6521,21 mins,1244,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-borovanskeho/60002f95a7bfe24ae04041a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Borovanského 2217/5, 155 00 Praha 13-Stodůlky, Czechia",OK,OK,14.1 km,14093,1 hour 7 mins,4011,CZK,CZK 32.00,32
https://reality.idnes.cz/detail/prodej/byt/praha-17-makovskeho/608149d37facef018730e7a2/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Makovského 1147/6, 163 00 Praha 17-Řepy, Czechia",OK,OK,22.1 km,22123,50 mins,3029,,,
https://www.prazskereality.cz/v-exkluzivnim-zastoupeni-nabizime-k-prodeji-tento-svetly-7300038.html,"stanice metra Můstek, 110 00 Praha 1, Czechia","Masná, 110 00 Praha-Praha 1, Czechia",OK,OK,1.1 km,1094,14 mins,818,,,
https://www.remax-czech.cz/reality/detail/291938/prodej-bytu-4-kk-v-osobnim-vlastnictvi-173-m2-praha-5-smichov,"stanice metra Můstek, 110 00 Praha 1, Czechia","Nádražní 66, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,2.2 km,2240,28 mins,1698,,,
https://reality.idnes.cz/detail/prodej/byt/praha-8-u-sluncove/5ff3a7a19759184f1a626513/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","U Sluncové 186 00, 186 00 Praha 8-Invalidovna, Czechia",OK,OK,3.7 km,3723,46 mins,2767,,,
https://reality.idnes.cz/detail/prodej/byt/praha-6-pod-kastany/60612540bd84803f19586983/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Pod kaštany 279/16, 160 00 Praha 6-Bubeneč, Czechia",OK,OK,7.0 km,7005,30 mins,1790,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487d76d4febf7898378e53/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-1-masna/5f7ef5435b59a008ce1eb874/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Masná, 110 00 Praha-Praha 1, Czechia",OK,OK,1.1 km,1094,14 mins,818,,,
https://reality.idnes.cz/detail/prodej/byt/praha-4-zalesi/5fa3fe04b0330e1b6714c1c3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Zálesí 297/50, 142 00 Praha 4-Lhotka, Czechia",OK,OK,10.1 km,10121,43 mins,2576,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/4+kk/praha-podoli-v-podhaji/3491577436,"stanice metra Můstek, 110 00 Praha 1, Czechia","V Podhájí 1807, 147 00 Praha 4-Braník, Czechia",OK,OK,34.6 km,34559,1 hour 38 mins,5890,,,
https://www.prazskereality.cz/dvoupokojovy-byt-s-balkonem-vysoke-stropy-kuchynsky-kout-7354920.html,"stanice metra Můstek, 110 00 Praha 1, Czechia","Českobrodská 73, 190 00 Praha 9-Hrdlořezy, Czechia",OK,OK,8.1 km,8106,41 mins,2452,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-13-precechtelova/60589328b1f7e719f3590562/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Přecechtělova 2240/5, 155 00 Praha 13-Stodůlky, Czechia",OK,OK,14.2 km,14191,1 hour 8 mins,4082,CZK,CZK 32.00,32
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487e25bde4d606722414e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-kodanska/602cd540b4dc4b3a312f7e83/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Slovinská, 101 00 Praha-Praha 10, Czechia",OK,OK,4.9 km,4947,32 mins,1941,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/2+kk/praha--tresnova/3864268636,"stanice metra Můstek, 110 00 Praha 1, Czechia","Třešňová 844/9, 198 00 Praha 14-Hloubětín, Czechia",OK,OK,10.1 km,10115,31 mins,1855,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-9-pod-harfou/60009ab0ebd4104e4c18cc93/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Pod Harfou 9, 190 00 Praha-Praha 9, Czechia",OK,OK,6.9 km,6890,25 mins,1495,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-wassermannova/600e98600c3e630cf64ebbc3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Voskovcova 1075, 152 00 Praha 5-Hlubočepy, Czechia",OK,OK,14.7 km,14659,1 hour 13 mins,4361,CZK,CZK 32.00,32
https://www.remax-czech.cz/reality/detail/274902/prodej-bytu-3-kk-v-osobnim-vlastnictvi-59-m2-praha-2-vinohrady,"stanice metra Můstek, 110 00 Praha 1, Czechia","Belgická 37, 120 00 Praha 2-Vinohrady, Czechia",OK,OK,1.2 km,1236,14 mins,865,,,
https://reality.idnes.cz/detail/prodej/byt/praha-10-na-pliskave/6072bae99dc9874b53721f47/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Na Plískavě 111, 102 00 Praha 15-Hostivař, Czechia",OK,OK,11.3 km,11289,38 mins,2307,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-nad-vodovodem/5e3032e5558f074fe80ead73/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Nad Vodovodem 10, 100 00 Strašnice, Czechia",OK,OK,7.5 km,7461,35 mins,2074,CZK,CZK 24.00,24
https://www.prazskereality.cz/luxusni-byt-2-kk-o-celkove-plose-70-2-m2-je-situovan-ve--7263385.html,"stanice metra Můstek, 110 00 Praha 1, Czechia","Old Town square, Mánesova, 120 00 Praha 2-Vinohrady, Czechia",OK,OK,0.8 km,840,10 mins,603,,,
https://reality.idnes.cz/detail/prodej/byt/praha-18-marty-krasove/5ed2b83f37ba4d53e0557fb2/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","M. Krásové 3, 196 00 Praha-Čakovice, Czechia",OK,OK,20.7 km,20707,47 mins,2813,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/60487f2e88c8c773aa095843/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Grafická 854/15, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,2.9 km,2914,37 mins,2191,,,
https://reality.idnes.cz/detail/prodej/byt/praha-4-na-lysinach/5fae7ad23cc5332d83430663/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Na Lysinách 24, 147 00 Praha 4, Czechia",OK,OK,13.1 km,13062,47 mins,2800,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-naskove/60059b66ca885e4085020313/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Naskové 42, 150 00 Praha 5, Czechia",OK,OK,15.6 km,15644,38 mins,2284,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-naskove/6001669b5096ae2b095817a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Naskové 42, 150 00 Praha 5, Czechia",OK,OK,15.6 km,15644,38 mins,2284,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-2-tyrsova/602e40d2648a91586c591153/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Tyršova 2, 120 00 Praha 2-Nové Město, Czechia",OK,OK,1.2 km,1215,14 mins,838,,,
https://reality.idnes.cz/detail/prodej/byt/praha-10-zitomirska/6012eef8a9f78e2922733163/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Madridská 1396, 101 00 Praha 10-Vršovice, Czechia",OK,OK,4.8 km,4774,30 mins,1806,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/60487ed4850a96773f2a2b83/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Grafická 854/15, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,2.9 km,2914,37 mins,2191,,,
https://reality.idnes.cz/detail/prodej/byt/praha-1-krocinova/5ff5e21de019ba12bf51d773/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Krocínova 110 00, 110 00 Praha 1-Staré Město, Czechia",OK,OK,1.0 km,1020,13 mins,762,,,
https://reality.idnes.cz/detail/prodej/byt/praha-10-k-botici/601281f40080e35fdf580546/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","K Botiči 1439/5, 101 00 Praha 10-Vršovice, Czechia",OK,OK,4.0 km,4035,21 mins,1259,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-plzenska/6040b7c4bc5557253e4f5ec3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Plzeňská 21/312, 150 00 Praha 5-Motol, Czechia",OK,OK,9.0 km,8986,29 mins,1749,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-6-radimova/5fa517db170e7607461ed593/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Radimova 65, 169 00 Praha 6-Břevnov, Czechia",OK,OK,4.8 km,4827,58 mins,3459,,,
https://reality.idnes.cz/detail/prodej/byt/praha-2-rimska/5fa3ff98db7c0d55c734b0c3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Římská 72, 120 00 Praha 2-Vinohrady, Czechia",OK,OK,0.8 km,752,9 mins,528,,,
https://www.prazskereality.cz/prestante-snit-o-novem-bydleni-probudte-se-v-nem-vazeni--7336226.html,"stanice metra Můstek, 110 00 Praha 1, Czechia","Perucká 2481/5, Vinohrady, 120 00 Praha-Praha 2, Czechia",OK,OK,2.0 km,2049,26 mins,1564,,,
https://reality.idnes.cz/detail/prodej/byt/praha-5/5e83b076558f077e6f111d63/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Souběžná I 462, 158 00 Praha 5-Jinonice, Czechia",OK,OK,14.4 km,14358,41 mins,2441,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/309326/prodej-bytu-4-kk-v-osobnim-vlastnictvi-134-m2-praha-8-liben,"stanice metra Můstek, 110 00 Praha 1, Czechia","Sokolovská 1278, 180 00 Praha 8-Libeň, Czechia",OK,OK,4.9 km,4935,19 mins,1126,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-3-na-jarove/600ad6e9548df1346e6328d3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Na Jarově 2049, 130 00 Praha 3-Žižkov, Czechia",OK,OK,8.4 km,8442,41 mins,2464,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-9-podebradska/606dac6059c3be2ca25e5c63/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Poděbradská 174, 190 00 Praha 9, Czechia",OK,OK,7.0 km,6977,26 mins,1557,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-6-drnovska/6064fb481e4523629e21c1e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Drnovská 2, 161 00 Praha 6, Czechia",OK,OK,14.2 km,14198,45 mins,2715,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-wassermannova/5eea46f8558f072186461063/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Voskovcova 1075, 152 00 Praha 5-Hlubočepy, Czechia",OK,OK,14.7 km,14659,1 hour 13 mins,4361,CZK,CZK 32.00,32
https://reality.idnes.cz/detail/prodej/byt/praha-1-legerova/607572decdecaf0eeb68d463/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","B. Němcové 1879/9, Nové Město, 120 00 Praha-Praha 2, Czechia",OK,OK,1.7 km,1661,19 mins,1161,,,
https://sreality.cz/detail/prodej/byt/3+1/praha-prosek-bilinska/3125828956,"stanice metra Můstek, 110 00 Praha 1, Czechia","Bílinská 9, 190 00 Praha 9-Prosek, Czechia",OK,OK,8.5 km,8472,40 mins,2400,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-sladkovicova/603646d29e944257a9530573/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Sládkovičova 16, 142 00 Praha 4, Czechia",OK,OK,10.6 km,10646,49 mins,2932,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-ruska/608ebaff540a6150211b5483/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Ruská 1526, 100 00 Praha 10-Vršovice, Czechia",OK,OK,6.7 km,6745,35 mins,2071,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/2+kk/praha-hrdlorezy-ceskobrodska/865004892,"stanice metra Můstek, 110 00 Praha 1, Czechia","Silnice I/12, 190 12 Praha 14, Czechia",OK,OK,11.9 km,11866,29 mins,1736,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-nad-lomem/6086db3b2049c27795658153/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Nad Lomem 1281, 147 00 Praha 4-Braník, Czechia",OK,OK,34.4 km,34400,1 hour 39 mins,5924,,,
https://reality.idnes.cz/detail/prodej/byt/praha-5-prusanecka/6081611dc1ef71210b16f9e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Prušánecká 492/3, 155 21 Zličín, Czechia",OK,OK,23.8 km,23774,1 hour 10 mins,4202,,,
https://reality.idnes.cz/detail/prodej/byt/praha-2-dittrichova/6079e760968911408e7f9313/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Dittrichova 2, 120 00 Praha 2-Nové Město, Czechia",OK,OK,1.3 km,1342,17 mins,999,,,
https://www.remax-czech.cz/reality/detail/310214/prodej-bytu-3-kk-v-osobnim-vlastnictvi-104-m2-praha-6-liboc,"stanice metra Můstek, 110 00 Praha 1, Czechia","Za Vokovickou Vozovnou 11, 161 00 Praha 6, Czechia",OK,OK,11.8 km,11838,44 mins,2657,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/3+kk/praha-smichov-za-zenskymi-domovy/3785240156,"stanice metra Můstek, 110 00 Praha 1, Czechia","Za Ženskými domovy 124, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,6.7 km,6675,31 mins,1859,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-jihlavska/608982a43ec3a077876da083/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Jihlavská 42, 140 00 Praha 4, Czechia",OK,OK,7.7 km,7652,32 mins,1900,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha/6082b2b3c92e111ab27937e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Náměstí Míru, 120 00 Praha 2, Czechia",OK,OK,1.3 km,1304,15 mins,906,,,
https://reality.idnes.cz/detail/prodej/byt/praha-4-nuselska/603936d6534886327415ba43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Nuselská 1495, 140 00 Praha 4-Nusle, Czechia",OK,OK,4.9 km,4912,32 mins,1898,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-2-na-folimance/605da7fd22750d77be2b2ec3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Na Folimance 2490, 120 00 Praha 2-Vinohrady, Czechia",OK,OK,2.1 km,2123,28 mins,1661,,,
https://reality.idnes.cz/detail/prodej/byt/praha-9-ucnovska/5f8d7e5294d2d861db2d9b53/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Učňovská 9, 190 00 Praha 9, Czechia",OK,OK,8.0 km,8031,37 mins,2216,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-nuselska/608c6ab095f2f262c27b0b43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Nuselská 1495, 140 00 Praha 4-Nusle, Czechia",OK,OK,4.9 km,4912,32 mins,1898,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-malovicka/606dc66697573f4835259fe3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Malovická 2752, 141 00 Praha 4-Záběhlice, Czechia",OK,OK,11.2 km,11215,36 mins,2145,CZK,CZK 32.00,32
https://reality.idnes.cz/detail/prodej/byt/praha-9-ceskobrodska/6000789a5144df57ca13a833/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Silnice I/12, 190 12 Praha 14, Czechia",OK,OK,11.9 km,11866,29 mins,1736,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-k-louzi/604a25005429a606e1652c54/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","K Louži 1262, 101 00 Praha 10-Vršovice, Czechia",OK,OK,4.6 km,4639,29 mins,1719,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-2-vinohradska/5f747b5ba9f5185e8e0b3483/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Vinohradská 2, 110 00 Praha 2-Nové Město, Czechia",OK,OK,0.6 km,639,7 mins,446,,,
https://reality.idnes.cz/detail/prodej/byt/praha-3-jeseniova/608d6adb3f66ba1075543083/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Jeseniova 582, 130 00 Praha 3-Žižkov, Czechia",OK,OK,3.6 km,3555,43 mins,2603,,,
https://reality.idnes.cz/detail/prodej/byt/praha-3-olsanska/6071f40b43059c4d4a1e1ed3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Olšanská 3, 130 00 Praha 3-Žižkov, Czechia",OK,OK,3.2 km,3167,38 mins,2291,,,
https://reality.idnes.cz/detail/prodej/byt/praha-4-babakova/60818b2a2622b12c29790de3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"50.082381,14.426107","50.0364665,14.4865573",ZERO_RESULTS,OK,,,,,,,
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658f3f045a21115051ef43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,6.0 km,6024,21 mins,1273,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658bb6752a893fe734b203/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,6.0 km,6024,21 mins,1273,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-8-nad-rokoskou/607571d17059493aa07ebe43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Nad Rokoskou 17, 182 00 Praha 8, Czechia",OK,OK,10.8 km,10797,44 mins,2649,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-baarova/605f47ddbfa48e2fb217c833/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Baarova 1542/44, 140 00 Praha 4, Czechia",OK,OK,8.4 km,8448,41 mins,2458,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-k-zastavce/6009c537ab17191532318bc3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Lovčenská 1286, 150 00 Praha 5-Košíře, Czechia",OK,OK,16.0 km,16004,45 mins,2704,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-6-liberijska/5fa6e279a4ec042395017562/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Liberijská 568, 160 00 Praha 6-Vokovice, Czechia",OK,OK,11.7 km,11668,44 mins,2636,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/310462/prodej-bytu-2-kk-v-osobnim-vlastnictvi-43-m2-praha-8-liben,"stanice metra Můstek, 110 00 Praha 1, Czechia","Kotlaska 353, 180 00 Praha 8-Libeň, Czechia",OK,OK,5.3 km,5273,20 mins,1219,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-3-libicka/6087d49e5272f759336753a6/?s-et=flat&s-ot=sale&s-l=VUSC-19,"stanice metra Můstek, 110 00 Praha 1, Czechia","Libická 3, 130 00 Praha 3-Vinohrady, Czechia",OK,OK,2.6 km,2631,30 mins,1806,,,
