_id,price,area,owner,building_type,state,balcony,basement,elevator,floor,penb,terrace,city_part,street,city_part_number,rooms,kitchen
https://reality.idnes.cz/detail/prodej/byt/praha-10-ruska/608ebaff540a6150211b5483/?s-et=flat&s-ot=sale&s-l=VUSC-19,5997000.0,59.0,osobní,cihlová,dobrý,0.0,1.0,0.0,3,D,0.0,Vršovice,Ruská,Praha 10,2.0,1.0
https://reality.idnes.cz/detail/prodej/byt/praha-3-cimburkova/6018c3d6109b637ff368cac3/?s-et=flat&s-ot=sale&s-l=VUSC-19,11111000.0,82.0,osobní,cihlová,novostavba,0.0,1.0,0.0,6,D,0.0,Žižkov,Cimburkova,Praha 3,3.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-8-u-sluncove/60215512e8623b183d12da23/?s-et=flat&s-ot=sale&s-l=VUSC-19,7200532.0,57.0,osobní,cihlová,ve výstavbě,1.0,0.0,1.0,3,B,1.0,Karlín,U Sluncové,Praha 8,2.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/60488635347b7a450108d8a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,7459600.0,59.0,osobní,cihlová,novostavba,0.0,0.0,1.0,3,G,1.0,Smíchov,Grafická,Praha 5,2.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487e25bde4d606722414e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,10707200.0,89.0,osobní,cihlová,novostavba,0.0,0.0,1.0,5,B,1.0,Strašnice,Počernická,Praha 10,3.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-8-v-mezihori/60243757cabd2d6ade353f73/?s-et=flat&s-ot=sale&s-l=VUSC-19,5490000.0,52.0,osobní,cihlová,dobrý,0.0,1.0,1.0,4,G,0.0,Libeň,V mezihoří,Praha 8,2.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-5-plzenska/5fbcdfd9ccd4e866553a11c2/?s-et=flat&s-ot=sale&s-l=VUSC-19,5921000.0,40.0,osobní,cihlová,po rekonstrukci,0.0,0.0,1.0,2,G,0.0,Smíchov,Plzeňská,Praha 5,2.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-5-naskove/6006b690cf9e7c60bc30cc23/?s-et=flat&s-ot=sale&s-l=VUSC-19,12750861.0,96.0,osobní,smíšená,novostavba,0.0,0.0,0.0,1,B,0.0,Košíře,Naskové,Praha 5,3.0,0.0
https://www.remax-czech.cz/reality/detail/310495/prodej-bytu-2-kk-v-osobnim-vlastnictvi-57-m2-praha-4-kamyk,5850000.0,57.0,,smíšená,velmi dobrý,0.0,0.0,1.0,6,C,0.0,Kamýk,U Kamýku,Praha 4,2.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-10-nad-vodovodem/5e3032e5558f074fe80ead73/?s-et=flat&s-ot=sale&s-l=VUSC-19,9647156.0,79.0,osobní,cihlová,ve výstavbě,0.0,1.0,1.0,2,B,0.0,Strašnice,Nad vodovodem,Praha 10,3.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-10-jablonova/606df099f5e3543e2d2c8183/?s-et=flat&s-ot=sale&s-l=VUSC-19,3250000.0,24.0,osobní,panelová,dobrý,0.0,1.0,1.0,10,C,0.0,Záběhlice,Jabloňová,Praha 10,1.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-10-zitomirska/6012eef8a9f78e2922733163/?s-et=flat&s-ot=sale&s-l=VUSC-19,9160000.0,92.0,osobní,cihlová,dobrý,0.0,0.0,1.0,5,G,0.0,Vršovice,Žitomírská,Praha 10,4.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487f67ca1b3446207a42f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,9215500.0,66.0,osobní,cihlová,novostavba,0.0,0.0,1.0,5,B,1.0,Strašnice,Počernická,Praha 10,2.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-5-podbelohorska/602cc76dbf830175321a7373/?s-et=flat&s-ot=sale&s-l=VUSC-19,16500811.0,113.0,osobní,cihlová,projekt,1.0,1.0,1.0,2,B,0.0,Smíchov,Podbělohorská,Praha 5,4.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-9-ucnovska/5f8d7e33aa5b1f36cd73f60d/?s-et=flat&s-ot=sale&s-l=VUSC-19,15564230.0,129.0,osobní,smíšená,novostavba,1.0,1.0,0.0,1,B,0.0,Hrdlořezy,Učňovská,Praha 9,4.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-3-olsanska/6071f40b43059c4d4a1e1ed3/?s-et=flat&s-ot=sale&s-l=VUSC-19,11990000.0,101.0,osobní,cihlová,novostavba,0.0,1.0,1.0,6,B,0.0,Žižkov,Olšanská,Praha 3,3.0,0.0
https://reality.idnes.cz/detail/prodej/byt/praha-8-u-sluncove/5ff3a7a19759184f1a626513/?s-et=flat&s-ot=sale&s-l=VUSC-19,8260333.0,58.0,osobní,cihlová,novostavba,0.0,0.0,1.0,1,B,1.0,Karlín,U Sluncové,Praha 8,2.0,0.0
