locations/id,locations/response/destination_addresses/0,locations/response/destination_addresses/1,locations/response/origin_addresses/0,locations/response/rows/0/elements/0/status,locations/response/rows/0/elements/1/status,locations/response/status,locations/response/rows/0/elements/0/distance/text,locations/response/rows/0/elements/0/distance/value,locations/response/rows/0/elements/0/duration/text,locations/response/rows/0/elements/0/duration/value,locations/response/rows/0/elements/0/fare/currency,locations/response/rows/0/elements/0/fare/text,locations/response/rows/0/elements/0/fare/value,locations/response/rows/0/elements/1/distance/text,locations/response/rows/0/elements/1/distance/value,locations/response/rows/0/elements/1/duration/text,locations/response/rows/0/elements/1/duration/value,locations/response/rows/0/elements/1/fare/currency,locations/response/rows/0/elements/1/fare/text,locations/response/rows/0/elements/1/fare/value
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658efd27242b74be260904/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,OK,1.3 km,1324,16 mins,932,,,,6.0 km,6024,21 mins,1273,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-wassermannova/600e98600c3e630cf64ebbc3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Nové Butovice, 158 00 Praha-Praha 13, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Voskovcova 1075, 152 00 Praha 5-Hlubočepy, Czechia",OK,OK,OK,3.6 km,3650,51 mins,3057,,,,14.7 km,14659,1 hour 13 mins,4361,CZK,CZK 32.00,32
https://reality.idnes.cz/detail/prodej/byt/praha-5-peroutkova/60413277f4795139961ad8c3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Radlická 158 00, 150 00 Praha 5, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Na Farkáně III 46, 150 00 Praha 5, Czechia",OK,OK,OK,0.7 km,735,10 mins,578,,,,14.8 km,14829,46 mins,2769,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-8-konselska/601c04cd8ac3bc66737ebb63/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Konšelská 1011/17, 180 00 Praha 8-Libeň, Czechia",OK,OK,OK,1.1 km,1114,13 mins,797,,,,6.4 km,6373,22 mins,1347,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658bb6752a893fe734b203/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,OK,1.3 km,1324,16 mins,932,,,,6.0 km,6024,21 mins,1273,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-wassermannova/5eea46f8558f072186461063/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Nové Butovice, 158 00 Praha-Praha 13, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Voskovcova 1075, 152 00 Praha 5-Hlubočepy, Czechia",OK,OK,OK,3.6 km,3650,51 mins,3057,,,,14.7 km,14659,1 hour 13 mins,4361,CZK,CZK 32.00,32
https://reality.idnes.cz/detail/prodej/byt/praha-1-benediktska/5f06f36a37ba4d122c4606b3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"U Obecního domu 660/6, 110 00 Praha 1-Staré Město, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","685/16, Rybná, 110 00 Praha 1-Staré Město, Czechia",OK,OK,OK,0.3 km,314,4 mins,237,,,,1.1 km,1068,13 mins,797,,,
https://reality.idnes.cz/detail/prodej/byt/praha-10-na-pliskave/6072bae99dc9874b53721f47/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Opatovská 871, 149 00 Praha 11, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Na Plískavě 111, 102 00 Praha 15-Hostivař, Czechia",OK,OK,OK,2.6 km,2630,36 mins,2158,,,,14.6 km,14579,38 mins,2297,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-plzenska/6040b7c4bc5557253e4f5ec3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Nemocnice Motol, 150 00 Praha-Praha 5, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Plzeňská 21/312, 150 00 Praha 5-Motol, Czechia",OK,OK,OK,1.8 km,1849,24 mins,1433,,,,9.0 km,8986,29 mins,1749,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-3-rehorova/60131af5735eb551081b8123/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Florenc Central Bus Station, Pod výtopnou 13/10, 186 00 Praha 8-Florenc, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Řehořova 964/28, 130 00 Praha 3-Žižkov, Czechia",OK,OK,OK,1.2 km,1165,14 mins,821,,,,1.6 km,1554,20 mins,1195,,,
https://reality.idnes.cz/detail/prodej/byt/praha-4-nad-lomem/6086db3b2049c27795658153/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Smíchovské nádraží, 150 00 Praha-Praha 5, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Nad Lomem 1281, 147 00 Praha 4-Braník, Czechia",OK,OK,OK,3.9 km,3917,51 mins,3063,,,,13.2 km,13174,1 hour 8 mins,4104,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-branicka/604a152582bb4325ad1adc93/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Pankráci 86, 140 00 Praha 4-Nusle, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Pod Ryšánkou, 147 00 Praha-Praha 4, Czechia",OK,OK,OK,2.2 km,2240,29 mins,1765,,,,10.2 km,10158,44 mins,2622,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-petrohradska/608a703819c15702822b7bc3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Vinohradská 878, 130 00 Praha 3-Vinohrady, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Petrohradská 6/7, 101 00 Praha 10-Vršovice, Czechia",OK,OK,OK,1.5 km,1529,22 mins,1330,,,,4.0 km,4021,21 mins,1245,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-3-lucemburska/6045fe4be31f1b5a7f35f8f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Vinohradská 878, 130 00 Praha 3-Vinohrady, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Lucemburská 1578, 130 00 Praha 3-Vinohrady, Czechia",OK,OK,OK,0.3 km,320,4 mins,224,,,,2.2 km,2180,25 mins,1502,,,
https://reality.idnes.cz/detail/prodej/byt/praha-3-velehradska/6068d78d15774740e10ce253/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Vinohradská 878, 130 00 Praha 3-Vinohrady, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Velehradská 3, 130 00 Praha 3-Vinohrady, Czechia",OK,OK,OK,0.4 km,433,5 mins,299,,,,2.4 km,2350,27 mins,1612,,,
https://reality.idnes.cz/detail/prodej/byt/praha-10-mrstikova/6088efb8de4bc653693815a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"V Olšinách 200, 100 00 Praha-Strašnice, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Mrštíkova 408/10, 100 00 Praha-Strašnice, Czechia",OK,OK,OK,0.4 km,371,5 mins,276,,,,7.5 km,7464,44 mins,2622,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60657beff3c5bc12f06629f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,OK,1.3 km,1324,16 mins,932,,,,6.0 km,6024,21 mins,1273,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/2+kk/praha-cerny-most-bryksova/2786197084,"Prague, Černý Most, 198 00 Praha-Praha 14, Czechia","50.082381,14.426107","Bryksova 198 00, 198 00 Praha 14-Černý Most, Czechia",OK,ZERO_RESULTS,OK,0.5 km,536,7 mins,444,,,,,,,,,,
https://reality.idnes.cz/detail/prodej/byt/praha-5-podbelohorska/602cc76dbf830175321a7373/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Liberijská 568, 160 00 Praha 6-Vokovice, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Podbělohorská 190/73, 150 00 Praha-Praha 5, Czechia",OK,OK,OK,4.6 km,4578,59 mins,3547,,,,17.5 km,17489,1 hour 3 mins,3787,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-tolsteho/608a96794224f976541ae6a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jičínská 10, 130 00 Praha 3-Vinohrady, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Tolstého 726, 101 00 Praha 10-Vršovice, Czechia",OK,OK,OK,0.9 km,904,13 mins,765,,,,5.1 km,5103,34 mins,2046,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487e25bde4d606722414e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Strašnická, 100 00 Praha-Praha 10, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,OK,1.0 km,991,12 mins,705,,,,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-7-mala-plynarni/60702c541947bb3638522c6b/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Plynární 170 00, 170 00 Praha 7-Holešovice, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Malá Plynární 286/7, 170 00 Praha 7-Holešovice, Czechia",OK,OK,OK,0.4 km,417,6 mins,343,,,,4.2 km,4245,25 mins,1521,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-7-mala-plynarni/60702d613b1d7e3bcd22a643/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Plynární 170 00, 170 00 Praha 7-Holešovice, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Malá Plynární 286/7, 170 00 Praha 7-Holešovice, Czechia",OK,OK,OK,0.4 km,417,6 mins,343,,,,4.2 km,4245,25 mins,1521,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/300009/prodej-bytu-1-kk-v-osobnim-vlastnictvi-51-m2-praha-10-strasnice,"Depo Hostivař, 100 00 Praha-Praha 10, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Třebohostická 10, Strašnice, 100 00 Praha-Praha 10, Czechia",OK,OK,OK,0.9 km,929,12 mins,700,,,,7.9 km,7935,44 mins,2635,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/307757/prodej-bytu-4-kk-v-osobnim-vlastnictvi-133-m2-praha-9-vysocany,"Vysočanská, 190 00 Praha-Praha 9, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Freyova 184, 190 00 Praha 9-Vysočany, Czechia",OK,OK,OK,0.8 km,808,10 mins,605,,,,6.5 km,6521,21 mins,1244,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-chalabalova/985804124,"Luka, 155 00 Praha-Praha 13, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Chalabalova 1610, 155 00 Praha 13-Stodůlky, Czechia",OK,OK,OK,0.9 km,921,12 mins,703,,,,12.0 km,12017,58 mins,3461,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/310495/prodej-bytu-2-kk-v-osobnim-vlastnictvi-57-m2-praha-4-kamyk,"Polikl. Budějovická, 140 00 Praha 4, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","U Kamýku 871/4, 142 00 Praha 12, Czechia",OK,OK,OK,3.8 km,3804,49 mins,2949,,,,10.2 km,10237,48 mins,2851,CZK,CZK 32.00,32
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487ddc9678d1183c4e7043/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Strašnická, 100 00 Praha-Praha 10, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,OK,1.0 km,991,12 mins,705,,,,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/1+1/praha-liben-sokolovska/3606015324,"Palmovka 180 00, 180 00 Praha 8-Palmovka, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Sokolovská 1278, 180 00 Praha 8-Libeň, Czechia",OK,OK,OK,0.4 km,427,5 mins,323,,,,4.9 km,4935,19 mins,1126,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/311226/prodej-bytu-1-1-v-osobnim-vlastnictvi-55-m2-praha-10-vrsovice,"Jičínská 10, 130 00 Praha 3-Vinohrady, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Tolstého 726, 101 00 Praha 10-Vršovice, Czechia",OK,OK,OK,0.9 km,904,13 mins,765,,,,5.1 km,5103,34 mins,2046,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-na-jezerce/602e2466c61f213a5a2bbe12/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Pankrác, 140 00 Praha-Praha 4, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Na Jezerce 4, 140 00 Praha 4-Nusle, Czechia",OK,OK,OK,1.2 km,1155,16 mins,942,,,,5.3 km,5261,36 mins,2152,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487e989206c928db7f7003/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Strašnická, 100 00 Praha-Praha 10, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,OK,1.0 km,991,12 mins,705,,,,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487d76d4febf7898378e53/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Strašnická, 100 00 Praha-Praha 10, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,OK,1.0 km,991,12 mins,705,,,,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-samova/60043fdcdbaf0c21e907cfa2/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jiřího z Poděbrad, 120 00 Praha-Praha 2, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Sámova 10, Vršovice, 110 00 Praha-Praha 10, Czechia",OK,OK,OK,1.4 km,1351,20 mins,1192,,,,4.0 km,3956,20 mins,1224,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-1-legerova/607572decdecaf0eeb68d463/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Legerova 357/50, Vinohrady, 120 00 Praha-Praha 2, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","B. Němcové 1879/9, Nové Město, 120 00 Praha-Praha 2, Czechia",OK,OK,OK,0.5 km,547,7 mins,414,,,,1.7 km,1661,19 mins,1161,,,
https://reality.idnes.cz/detail/prodej/byt/praha-3-jicinska/6032e8d1a141d345bd7114d3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Flora, 130 00 Praha-Praha 3, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Přemyslovská 48/13, 130 00 Praha 3-Vinohrady, Czechia",OK,OK,OK,70 m,70,1 min,60,,,,2.8 km,2787,32 mins,1939,,,
https://reality.idnes.cz/detail/prodej/byt/praha-8-nad-rokoskou/60757198f8cd2b5cf84f3083/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Kobylisy, 182 00 Praha-Praha 8, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Nad Rokoskou 17, 182 00 Praha 8, Czechia",OK,OK,OK,0.6 km,640,11 mins,656,,,,10.8 km,10797,44 mins,2649,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-7-u-pergamenky/5f498bbf558f070855515b83/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Plynární 170 00, 170 00 Praha 7-Holešovice, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Ortenovo nám. 1311, 170 00 Praha 7-Holešovice, Czechia",OK,OK,OK,0.8 km,801,11 mins,638,,,,4.6 km,4629,30 mins,1815,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-korunni/60761bc725ac534e1c16a1a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Náměstí Míru, 120 00 Praha 2, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Korunní 731/10, 120 00 Praha 2-Vinohrady, Czechia",OK,OK,OK,0.1 km,139,2 mins,94,,,,1.5 km,1476,17 mins,1007,,,
https://reality.idnes.cz/detail/prodej/byt/praha-9-ceskobrodska/6000789a5144df57ca13a833/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Cíglerova 8, 198 00 Praha 14-Černý Most, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Silnice I/12, 190 12 Praha 14, Czechia",OK,OK,OK,3.3 km,3290,42 mins,2530,,,,11.9 km,11866,29 mins,1736,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-1-skorepka/60757a1734d0cf2aae0299b3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Národní 365, Staré Město, 110 00 Praha-Praha 1, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Skořepka 9, 110 00 Praha 1-Staré Město, Czechia",OK,OK,OK,0.2 km,217,3 mins,167,,,,0.6 km,648,8 mins,484,,,
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60488350a619b1059b19ee43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Strašnická, 100 00 Praha-Praha 10, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,OK,1.0 km,991,12 mins,705,,,,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/60487f2e88c8c773aa095843/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Nádražní 222, Smíchov, 150 00 Praha-Praha 5, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Grafická 854/15, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,OK,0.9 km,913,12 mins,698,,,,2.9 km,2914,37 mins,2191,,,
https://reality.idnes.cz/detail/prodej/byt/praha-8-u-sluncove/60215512e8623b183d12da23/?s-et=flat&s-ot=sale&s-l=VUSC-19,"663, Sokolovská, 186 00 Praha 8-Invalidovna, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","U Sluncové 186 00, 186 00 Praha 8-Invalidovna, Czechia",OK,OK,OK,0.5 km,513,6 mins,368,,,,3.7 km,3723,46 mins,2767,,,
https://sreality.cz/detail/prodej/byt/1+kk/praha-liben-hejtmankova/3724340572,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Hejtmánkova 828, 180 00 Praha 8-Libeň, Czechia",OK,OK,OK,1.0 km,968,12 mins,727,,,,5.9 km,5863,20 mins,1186,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658f3f045a21115051ef43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,OK,1.3 km,1324,16 mins,932,,,,6.0 km,6024,21 mins,1273,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/307185/prodej-bytu-1-kk-v-osobnim-vlastnictvi-43-m2-praha-9-dolni-pocernice,"Černý Most, 198 00 Praha-Praha 14, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Most přes Rokytku, Nár. hrdinů 44, 190 12 Praha-Dolní Počernice, Czechia",OK,OK,OK,2.7 km,2664,34 mins,2057,,,,12.1 km,12130,32 mins,1944,CZK,CZK 24.00,24
https://www.remax-czech.cz/reality/detail/291938/prodej-bytu-4-kk-v-osobnim-vlastnictvi-173-m2-praha-5-smichov,"Nádražní 222, Smíchov, 150 00 Praha-Praha 5, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Nádražní 66, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,OK,0.1 km,95,1 min,70,,,,2.2 km,2240,28 mins,1698,,,
https://sreality.cz/detail/prodej/byt/2+kk/praha-hrdlorezy-ceskobrodska/865004892,"Cíglerova 8, 198 00 Praha 14-Černý Most, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Silnice I/12, 190 12 Praha 14, Czechia",OK,OK,OK,3.3 km,3290,42 mins,2530,,,,11.9 km,11866,29 mins,1736,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-7-u-pergamenky/6021512801688d5f1317e6b3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Plynární 170 00, 170 00 Praha 7-Holešovice, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Ortenovo nám. 1311, 170 00 Praha 7-Holešovice, Czechia",OK,OK,OK,0.8 km,801,11 mins,638,,,,4.6 km,4629,30 mins,1815,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-9-nad-smetankou/608297da44891e14b00fda03/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Sokolovská 202/314, 190 00 Praha 9-Vysočany, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Nad Smetankou 231/9, 190 00 Praha 9, Czechia",OK,OK,OK,2.4 km,2435,31 mins,1875,,,,7.4 km,7387,32 mins,1896,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-4-mecislavova/602e41de69df5b7dbe388d23/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Pražského povstání, 140 00 Praha 4, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Mečislavova 208/4, 140 00 Praha 4-Nusle, Czechia",OK,OK,OK,1.3 km,1342,19 mins,1163,,,,4.7 km,4698,29 mins,1758,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-naskove/5f560fd7e4cc1539894d3843/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jinonice, 158 00 Praha 5, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Naskové 42, 150 00 Praha 5, Czechia",OK,OK,OK,1.5 km,1457,20 mins,1181,,,,26.9 km,26903,55 mins,3294,,,
https://reality.idnes.cz/detail/prodej/byt/praha-4-zalesi/5fa3fe04b0330e1b6714c1c3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Polikl. Budějovická, 140 00 Praha 4, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Zálesí 297/50, 142 00 Praha 4-Lhotka, Czechia",OK,OK,OK,2.7 km,2664,35 mins,2087,,,,10.1 km,10121,43 mins,2576,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-kodanska/602cd540b4dc4b3a312f7e83/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jičínská 10, 130 00 Praha 3-Vinohrady, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Slovinská, 101 00 Praha-Praha 10, Czechia",OK,OK,OK,1.1 km,1059,15 mins,894,,,,4.9 km,4947,32 mins,1941,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/60487ed4850a96773f2a2b83/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Nádražní 222, Smíchov, 150 00 Praha-Praha 5, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Grafická 854/15, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,OK,0.9 km,913,12 mins,698,,,,2.9 km,2914,37 mins,2191,,,
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658d223236695106789363/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,OK,1.3 km,1324,16 mins,932,,,,6.0 km,6024,21 mins,1273,CZK,CZK 24.00,24
https://www.prazskereality.cz/luxusni-byt-2-kk-o-celkove-plose-70-2-m2-je-situovan-ve--7263385.html,"Legerova 57, Vinohrady, 110 00 Praha-Praha 1, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Old Town square, Mánesova, 120 00 Praha 2-Vinohrady, Czechia",OK,OK,OK,0.3 km,255,3 mins,206,,,,0.8 km,840,10 mins,603,,,
https://reality.idnes.cz/detail/prodej/byt/praha-5-k-zastavce/6009c537ab17191532318bc3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jinonice, 158 00 Praha 5, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Lovčenská 1286, 150 00 Praha 5-Košíře, Czechia",OK,OK,OK,2.7 km,2701,18 mins,1096,CZK,CZK 24.00,24,16.0 km,16004,45 mins,2704,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487f67ca1b3446207a42f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Strašnická, 100 00 Praha-Praha 10, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,OK,1.0 km,991,12 mins,705,,,,7.4 km,7391,33 mins,2009,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-7-u-pergamenky/5f4991d9558f07360b032b53/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Plynární 170 00, 170 00 Praha 7-Holešovice, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Ortenovo nám. 1311, 170 00 Praha 7-Holešovice, Czechia",OK,OK,OK,0.8 km,801,11 mins,638,,,,4.6 km,4629,30 mins,1815,CZK,CZK 24.00,24
https://reality.idnes.cz/detail/prodej/byt/praha-5-podbelohorska/5eb558f337ba4d47506a3767/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Liberijská 568, 160 00 Praha 6-Vokovice, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","Podbělohorská 190/73, 150 00 Praha-Praha 5, Czechia",OK,OK,OK,4.6 km,4578,59 mins,3547,,,,17.5 km,17489,1 hour 3 mins,3787,CZK,CZK 24.00,24
https://sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-husitska/2297600604,"Křižíkova 1, 186 00 Praha 8-Florenc, Czechia","stanice metra Můstek, 110 00 Praha 1, Czechia","U Památníku, 130 00 Praha-Praha 3, Czechia",OK,OK,OK,0.8 km,768,9 mins,550,,,,1.9 km,1875,25 mins,1473,,,
